   0.20000,   0.20000,   0.10000,717252.86592,171816.80785,237376.28543
   0.20000,   0.20000,   0.20000,587579.43563,154049.62351,222552.20077
   0.20000,   0.20000,   0.30000,494028.47388,137038.32041,196756.49107
   0.20000,   0.20000,   0.40000,410931.60523,117482.58861,156842.30093
   0.20000,   0.20000,   0.50000,334167.91997,105146.21184,122878.14851
   0.20000,   0.20000,   0.60000,281885.21270,103131.92959,103035.37067
   0.20000,   0.20000,   0.70000,260031.72821,124282.41019,86246.07525
   0.20000,   0.20000,   0.80000,234818.82959,139829.02067,88516.58987
   0.20000,   0.20000,   0.90000,260678.77911,155543.10739,82858.94547
   0.20000,   0.30000,   0.10000,557138.19085,168934.48974,214543.30180
   0.20000,   0.30000,   0.20000,484476.88411,153229.70478,197263.22888
   0.20000,   0.30000,   0.30000,420754.89223,129932.21220,168782.89670
   0.20000,   0.30000,   0.40000,360479.23289,108929.28748,137050.29424
   0.20000,   0.30000,   0.50000,305402.56004,98503.55456,99660.34690
   0.20000,   0.30000,   0.60000,256743.39652,96366.66350,83748.96418
   0.20000,   0.30000,   0.70000,227932.01010,116949.11078,72845.29738
   0.20000,   0.30000,   0.80000,219086.28858,121458.64547,76335.89641
   0.20000,   0.30000,   0.90000,236249.72987,144523.17793,76174.99473
   0.20000,   0.40000,   0.10000,438791.85279,171551.80247,176397.97578
   0.20000,   0.40000,   0.20000,401741.92643,159458.44068,159872.20071
   0.20000,   0.40000,   0.30000,354667.06582,133863.73687,135140.41710
   0.20000,   0.40000,   0.40000,315380.04010,111938.44555,106347.08382
   0.20000,   0.40000,   0.50000,263208.35186,99424.76897,83535.21123
   0.20000,   0.40000,   0.60000,231362.68978,107331.79898,70044.41026
   0.20000,   0.40000,   0.70000,200661.65709,124623.87717,70786.99431
   0.20000,   0.40000,   0.80000,214050.32920,126861.38203,71801.36020
   0.20000,   0.40000,   0.90000,214376.22676,133064.50858,73655.95293
   0.20000,   0.50000,   0.10000,377419.53464,182087.42642,142212.79378
   0.20000,   0.50000,   0.20000,347672.09191,175050.43942,124149.48712
   0.20000,   0.50000,   0.30000,314098.59762,144112.71102,107404.12966
   0.20000,   0.50000,   0.40000,274744.01278,114321.03778,85583.29478
   0.20000,   0.50000,   0.50000,233849.93069,103714.49679,69231.36583
   0.20000,   0.50000,   0.60000,207107.16614,110793.20857,68381.93616
   0.20000,   0.50000,   0.70000,185418.70171,128061.52735,68796.62045
   0.20000,   0.50000,   0.80000,188640.42722,123786.99818,70745.14659
   0.20000,   0.50000,   0.90000,193079.84929,116167.82767,71653.48641
   0.20000,   0.60000,   0.10000,320520.88122,195211.46220,105049.56188
   0.20000,   0.60000,   0.20000,304867.70331,181362.95758,99493.70855
   0.20000,   0.60000,   0.30000,262317.34462,150287.83370,81924.93625
   0.20000,   0.60000,   0.40000,230563.53653,112987.45722,68217.87443
   0.20000,   0.60000,   0.50000,206464.62030,100106.52611,65381.75572
   0.20000,   0.60000,   0.60000,190837.86765,111009.74933,65900.44979
   0.20000,   0.60000,   0.70000,165090.94962,116977.35567,66540.95083
   0.20000,   0.60000,   0.80000,182132.69438,113264.28596,67716.37303
   0.20000,   0.60000,   0.90000,196095.02846,122546.81814,72427.60643
   0.20000,   0.70000,   0.10000,264605.58729,207453.33613,97764.60163
   0.20000,   0.70000,   0.20000,255301.59287,187751.13137,87357.88986
   0.20000,   0.70000,   0.30000,232030.62768,152185.33175,75058.68346
   0.20000,   0.70000,   0.40000,223371.94116,118794.31066,71117.01128
   0.20000,   0.70000,   0.50000,182987.42833,95056.92592,72251.50317
   0.20000,   0.70000,   0.60000,163470.96989,95815.23440,68751.11709
   0.20000,   0.70000,   0.70000,160444.84335,97821.67638,64410.26203
   0.20000,   0.70000,   0.80000,173862.49185,109320.48933,74112.64437
   0.20000,   0.70000,   0.90000,193497.18811,128969.10954,75376.68458
   0.20000,   0.80000,   0.10000,238157.52610,210503.91728,99172.78786
   0.20000,   0.80000,   0.20000,230151.40725,185624.59066,93496.34988
   0.20000,   0.80000,   0.30000,216799.22408,155436.64251,89854.66407
   0.20000,   0.80000,   0.40000,202517.42474,130914.15229,86685.99421
   0.20000,   0.80000,   0.50000,179291.15496,98824.37628,84312.96365
   0.20000,   0.80000,   0.60000,164983.63841,97736.89097,86144.63642
   0.20000,   0.80000,   0.70000,173223.06228,90578.41757,75519.08545
   0.20000,   0.80000,   0.80000,178240.76998,119325.99785,75283.76039
   0.20000,   0.80000,   0.90000,192245.81923,139964.30196,72113.11915
   0.20000,   0.90000,   0.10000,206320.22805,216256.24713,119063.76514
   0.20000,   0.90000,   0.20000,205431.84342,185210.43586,115187.80478
   0.20000,   0.90000,   0.30000,192229.02447,156407.38940,105587.24361
   0.20000,   0.90000,   0.40000,177846.26222,134811.64786,100446.39191
   0.20000,   0.90000,   0.50000,170591.79397,108273.76700,93887.29228
   0.20000,   0.90000,   0.60000,163639.50878,100919.66285,90473.43783
   0.20000,   0.90000,   0.70000,168810.15279,112971.41366,86768.43170
   0.20000,   0.90000,   0.80000,187716.69161,123225.38435,84223.53912
   0.20000,   0.90000,   0.90000,192096.69270,141327.90736,76207.87760
   0.20000,   1.00000,   0.10000,197342.32334,218774.84994,130739.34017
   0.20000,   1.00000,   0.20000,187401.65759,187866.31652,119629.85030
   0.20000,   1.00000,   0.30000,175417.38827,159730.65108,112265.91986
   0.20000,   1.00000,   0.40000,166992.13875,130018.82894,109210.80670
   0.20000,   1.00000,   0.50000,150453.22174,114900.19602,105470.38049
   0.20000,   1.00000,   0.60000,155018.00609,106513.95868,100313.45652
   0.20000,   1.00000,   0.70000,172097.63970,127588.62562,96172.53810
   0.20000,   1.00000,   0.80000,189768.20872,131940.98243,84245.11123
   0.20000,   1.00000,   0.90000,195136.09764,134644.19628,74411.39104
   0.20000,   1.10000,   0.10000,182109.51233,229662.69817,163055.06389
   0.20000,   1.10000,   0.20000,166229.77700,205592.81392,151098.31524
   0.20000,   1.10000,   0.30000,151878.18709,177815.22416,143093.15115
   0.20000,   1.10000,   0.40000,148074.81772,138300.51357,135370.06647
   0.20000,   1.10000,   0.50000,143721.15198,115507.34622,121927.26426
   0.20000,   1.10000,   0.60000,164823.97023,110656.67937,111889.03693
   0.20000,   1.10000,   0.70000,186372.29615,127422.45548,99549.44048
   0.20000,   1.10000,   0.80000,189946.69529,131782.10636,85804.00649
   0.20000,   1.10000,   0.90000,203010.68995,127387.47467,77162.81635
   0.20000,   1.20000,   0.10000,162436.34778,243375.29753,177922.93089
   0.20000,   1.20000,   0.20000,152122.82218,225499.29562,162619.08514
   0.20000,   1.20000,   0.30000,140828.44883,192509.00552,158316.11171
   0.20000,   1.20000,   0.40000,132536.03808,149187.47720,147407.41620
   0.20000,   1.20000,   0.50000,146036.57510,117460.06159,140084.49151
   0.20000,   1.20000,   0.60000,157258.29330,101446.22015,125834.95996
   0.20000,   1.20000,   0.70000,183417.41543,116139.95420,114380.92668
   0.20000,   1.20000,   0.80000,193860.67050,119533.53104,101156.95498
   0.20000,   1.20000,   0.90000,210664.51046,112613.15911,90426.88811
   0.20000,   1.30000,   0.10000,137395.19353,250316.88705,178582.05113
   0.20000,   1.30000,   0.20000,128369.98890,237332.91333,167020.13503
